Occupancy_Date,Department_ID,Occupied_Beds,Available_Beds
2025-07-19,D03,2,53
2025-07-19,D04,2,38
2025-07-19,D05,4,116
2025-07-19,D06,0,35
2025-07-19,D07,3,37
2025-07-19,D08,0,35
2025-07-19,D09,0,45
2025-07-19,D10,0,25
2025-07-20,D01,3,57
2025-07-20,D02,3,42
2025-07-20,D03,4,51
2025-07-20,D04,1,39
2025-07-20,D05,5,115
2025-07-20,D06,0,35
2025-07-20,D07,1,39
2025-07-20,D08,0,35
2025-07-20,D09,0,45
2025-07-20,D10,0,25
2025-07-21,D01,2,58
2025-07-21,D02,4,41
2025-07-21,D03,5,50
2025-07-21,D04,1,39
2025-07-21,D05,3,117
2025-07-21,D06,1,34
2025-07-21,D07,0,40
2025-07-21,D08,0,35
2025-07-21,D09,0,45
2025-07-21,D10,0,25
2025-07-22,D01,3,57
2025-07-22,D02,3,42
2025-07-22,D03,6,49
2025-07-22,D04,1,39
2025-07-22,D05,3,117
2025-07-22,D06,1,34
2025-07-22,D07,0,40
2025-07-22,D08,0,35
2025-07-22,D09,1,44
2025-07-22,D10,0,25
2025-07-23,D01,4,56
2025-07-23,D02,2,43
2025-07-23,D03,6,49
2025-07-23,D04,2,38
2025-07-23,D05,5,115
2025-07-23,D06,2,33
2025-07-23,D07,0,40
2025-07-23,D08,0,35
2025-07-23,D09,3,42
2025-07-23,D10,1,24
2025-07-24,D01,7,53
2025-07-24,D02,2,43
2025-07-24,D03,4,51
2025-07-24,D04,2,38
2025-07-24,D05,5,115
2025-07-24,D06,2,33
2025-07-24,D07,1,39
2025-07-24,D08,0,35
2025-07-24,D09,4,41
2025-07-24,D10,2,23
2025-07-25,D01,7,53
2025-07-25,D02,2,43
2025-07-25,D03,3,52
2025-07-25,D04,3,37
2025-07-25,D05,6,114
2025-07-25,D06,1,34
2025-07-25,D07,1,39
2025-07-25,D08,1,34
2025-07-25,D09,2,43
2025-07-25,D10,2,23
2025-07-26,D01,8,52
2025-07-26,D02,1,44
2025-07-26,D03,1,54
2025-07-26,D04,2,38
2025-07-26,D05,4,116
2025-07-26,D06,1,34
2025-07-26,D07,1,39
2025-07-26,D08,1,34
2025-07-26,D09,2,43
2025-07-26,D10,2,23
2025-07-27,D01,7,53
2025-07-27,D02,2,43
2025-07-27,D03,0,55
2025-07-27,D04,3,37
2025-07-27,D05,2,118
2025-07-27,D06,1,34
2025-07-27,D07,1,39
2025-07-27,D08,1,34
2025-07-27,D09,1,44
2025-07-27,D10,1,24
2025-07-28,D01,7,53
2025-07-28,D02,2,43
2025-07-28,D03,0,55
2025-07-28,D04,3,37
2025-07-28,D05,1,119
2025-07-28,D06,0,35
2025-07-28,D07,0,40
2025-07-28,D08,1,34
2025-07-28,D09,1,44
2025-07-28,D10,0,25
2025-07-29,D01,9,51
2025-07-29,D02,3,42
2025-07-29,D03,2,53
2025-07-29,D04,3,37
2025-07-29,D05,0,120
2025-07-29,D06,0,35
2025-07-29,D07,0,40
2025-07-29,D08,0,35
2025-07-29,D09,1,44
2025-07-29,D10,0,25
2025-07-30,D01,7,53
2025-07-30,D02,3,42
2025-07-30,D03,2,53
2025-07-30,D04,4,36
2025-07-30,D05,1,119
2025-07-30,D06,0,35
2025-07-30,D07,0,40
2025-07-30,D08,1,34
2025-07-30,D09,1,44
2025-07-30,D10,2,23
2025-07-31,D01,8,52
2025-07-31,D02,3,42
2025-07-31,D03,3,52
2025-07-31,D04,4,36
2025-07-31,D05,1,119
2025-07-31,D06,0,35
2025-07-31,D07,0,40
2025-07-31,D08,2,33
2025-07-31,D09,1,44
2025-07-31,D10,1,24
2025-08-01,D01,7,53
2025-08-01,D02,5,40
2025-08-01,D03,7,48
2025-08-01,D04,4,36
2025-08-01,D05,1,119
2025-08-01,D06,0,35
2025-08-01,D07,1,39
2025-08-01,D08,3,32
2025-08-01,D09,0,45
2025-08-01,D10,0,25
2025-08-02,D01,7,53
2025-08-02,D02,5,40
2025-08-02,D03,8,47
2025-08-02,D04,3,37
2025-08-02,D05,2,118
2025-08-02,D06,0,35
2025-08-02,D07,1,39
2025-08-02,D08,1,34
2025-08-02,D09,2,43
2025-08-02,D10,1,24
2025-08-03,D01,4,56
2025-08-03,D02,5,40
2025-08-03,D03,9,46
2025-08-03,D04,3,37
2025-08-03,D05,2,118
2025-08-03,D06,1,34
2025-08-03,D07,1,39
2025-08-03,D08,1,34
2025-08-03,D09,2,43
2025-08-03,D10,2,23
2025-08-04,D01,6,54
2025-08-04,D02,4,41
2025-08-04,D03,5,50
2025-08-04,D04,4,36
2025-08-04,D05,3,117
2025-08-04,D06,1,34
2025-08-04,D07,0,40
2025-08-04,D08,1,34
2025-08-04,D09,1,44
2025-08-04,D10,2,23
2025-08-05,D01,8,52
2025-08-05,D02,3,42
2025-08-05,D03,5,50
2025-08-05,D04,5,35
2025-08-05,D05,3,117
2025-08-05,D06,1,34
2025-08-05,D07,0,40
2025-08-05,D08,2,33
2025-08-05,D09,2,43
2025-08-05,D10,2,23
2025-08-06,D01,8,52
2025-08-06,D02,4,41
2025-08-06,D03,6,49
2025-08-06,D04,5,35
2025-08-06,D05,3,117
2025-08-06,D06,1,34
2025-08-06,D07,2,38
2025-08-06,D08,1,34
2025-08-06,D09,3,42
2025-08-06,D10,0,25
2025-08-07,D01,10,50
2025-08-07,D02,4,41
2025-08-07,D03,3,52
2025-08-07,D04,5,35
2025-08-07,D05,5,115
2025-08-07,D06,1,34
2025-08-07,D07,3,37
2025-08-07,D08,1,34
2025-08-07,D09,2,43
2025-08-07,D10,1,24
2025-08-08,D01,11,49
2025-08-08,D02,3,42
2025-08-08,D03,3,52
2025-08-08,D04,4,36
2025-08-08,D05,6,114
2025-08-08,D06,1,34
2025-08-08,D07,3,37
2025-08-08,D08,1,34
2025-08-08,D09,1,44
2025-08-08,D10,1,24
2025-08-09,D01,10,50
2025-08-09,D02,3,42
2025-08-09,D03,4,51
2025-08-09,D04,3,37
2025-08-09,D05,6,114
2025-08-09,D06,1,34
2025-08-09,D07,3,37
2025-08-09,D08,1,34
2025-08-09,D09,2,43
2025-08-09,D10,0,25
2025-08-10,D01,9,51
2025-08-10,D02,3,42
2025-08-10,D03,4,51
2025-08-10,D04,4,36
2025-08-10,D05,5,115
2025-08-10,D06,0,35
2025-08-10,D07,3,37
2025-08-10,D08,1,34
2025-08-10,D09,1,44
2025-08-10,D10,0,25
2025-08-11,D01,8,52
2025-08-11,D02,4,41
2025-08-11,D03,4,51
2025-08-11,D04,5,35
2025-08-11,D05,6,114
2025-08-11,D06,0,35
2025-08-11,D07,3,37
2025-08-11,D08,0,35
2025-08-11,D09,1,44
2025-08-11,D10,0,25
2025-08-12,D01,7,53
2025-08-12,D02,3,42
2025-08-12,D03,2,53
2025-08-12,D04,6,34
2025-08-12,D05,3,117
2025-08-12,D06,0,35
2025-08-12,D07,3,37
2025-08-12,D08,0,35
2025-08-12,D09,0,45
2025-08-12,D10,0,25
2025-08-13,D01,8,52
2025-08-13,D02,4,41
2025-08-13,D03,3,52
2025-08-13,D04,8,32
2025-08-13,D05,4,116
2025-08-13,D06,0,35
2025-08-13,D07,3,37
2025-08-13,D08,0,35
2025-08-13,D09,0,45
2025-08-13,D10,0,25
2025-08-14,D01,8,52
2025-08-14,D02,3,42
2025-08-14,D03,2,53
2025-08-14,D04,7,33
2025-08-14,D05,4,116
2025-08-14,D06,0,35
2025-08-14,D07,2,38
2025-08-14,D08,0,35
2025-08-14,D09,0,45
2025-08-14,D10,1,24
2025-08-15,D01,6,54
2025-08-15,D02,5,40
2025-08-15,D03,2,53
2025-08-15,D04,6,34
2025-08-15,D05,5,115
2025-08-15,D06,1,34
2025-08-15,D07,2,38
2025-08-15,D08,0,35
2025-08-15,D09,0,45
2025-08-15,D10,1,24
2025-08-16,D01,7,53
2025-08-16,D02,4,41
2025-08-16,D03,3,52
2025-08-16,D04,6,34
2025-08-16,D05,4,116
2025-08-16,D06,1,34
2025-08-16,D07,2,38
2025-08-16,D08,0,35
2025-08-16,D09,1,44
2025-08-16,D10,0,25
2025-08-17,D01,6,54
2025-08-17,D02,4,41
2025-08-17,D03,7,48
2025-08-17,D04,7,33
2025-08-17,D05,5,115
2025-08-17,D06,1,34
2025-08-17,D07,3,37
2025-08-17,D08,1,34
2025-08-17,D09,1,44
2025-08-17,D10,0,25
2025-08-18,D01,7,53
2025-08-18,D02,4,41
2025-08-18,D03,6,49
2025-08-18,D04,6,34
2025-08-18,D05,4,116
2025-08-18,D06,1,34
2025-08-18,D07,3,37
2025-08-18,D08,2,33
2025-08-18,D09,2,43
2025-08-18,D10,1,24
2025-08-19,D01,5,55
2025-08-19,D02,5,40
2025-08-19,D03,4,51
2025-08-19,D04,6,34
2025-08-19,D05,1,119
2025-08-19,D06,1,34
2025-08-19,D07,1,39
2025-08-19,D08,2,33
2025-08-19,D09,1,44
2025-08-19,D10,1,24
2025-08-20,D01,4,56
2025-08-20,D02,5,40
2025-08-20,D03,6,49
2025-08-20,D04,6,34
2025-08-20,D05,1,119
2025-08-20,D06,1,34
2025-08-20,D07,1,39
2025-08-20,D08,1,34
2025-08-20,D09,0,45
2025-08-20,D10,0,25
2025-08-21,D01,4,56
2025-08-21,D02,3,42
2025-08-21,D03,6,49
2025-08-21,D04,7,33
2025-08-21,D05,3,117
2025-08-21,D06,2,33
2025-08-21,D07,0,40
2025-08-21,D08,1,34
2025-08-21,D09,0,45
2025-08-21,D10,0,25
2025-08-22,D01,4,56
2025-08-22,D02,3,42
2025-08-22,D03,5,50
2025-08-22,D04,6,34
2025-08-22,D05,7,113
2025-08-22,D06,1,34
2025-08-22,D07,0,40
2025-08-22,D08,1,34
2025-08-22,D09,0,45
2025-08-22,D10,2,23
2025-08-23,D01,4,56
2025-08-23,D02,3,42
2025-08-23,D03,5,50
2025-08-23,D04,5,35
2025-08-23,D05,7,113
2025-08-23,D06,1,34
2025-08-23,D07,0,40
2025-08-23,D08,1,34
2025-08-23,D09,2,43
2025-08-23,D10,3,22
2025-08-24,D01,5,55
2025-08-24,D02,2,43
2025-08-24,D03,4,51
2025-08-24,D04,2,38
2025-08-24,D05,6,114
2025-08-24,D06,1,34
2025-08-24,D07,0,40
2025-08-24,D08,0,35
2025-08-24,D09,2,43
2025-08-24,D10,0,25
2025-08-25,D01,4,56
2025-08-25,D02,1,44
2025-08-25,D03,5,50
2025-08-25,D04,2,38
2025-08-25,D05,5,115
2025-08-25,D06,2,33
2025-08-25,D07,1,39
2025-08-25,D08,0,35
2025-08-25,D09,0,45
2025-08-25,D10,1,24
2025-08-26,D01,3,57
2025-08-26,D02,1,44
2025-08-26,D03,5,50
2025-08-26,D04,3,37
2025-08-26,D05,4,116
2025-08-26,D06,2,33
2025-08-26,D07,1,39
2025-08-26,D08,0,35
2025-08-26,D09,0,45
2025-08-26,D10,0,25
2025-08-27,D01,3,57
2025-08-27,D02,1,44
2025-08-27,D03,6,49
2025-08-27,D04,3,37
2025-08-27,D05,4,116
2025-08-27,D06,1,34
2025-08-27,D07,1,39
2025-08-27,D08,0,35
2025-08-27,D09,0,45
2025-08-27,D10,2,23
2025-08-28,D01,3,57
2025-08-28,D02,2,43
2025-08-28,D03,7,48
2025-08-28,D04,3,37
2025-08-28,D05,5,115
2025-08-28,D06,1,34
2025-08-28,D07,0,40
2025-08-28,D08,0,35
2025-08-28,D09,0,45
2025-08-28,D10,3,22
2025-08-29,D01,3,57
2025-08-29,D02,2,43
2025-08-29,D03,7,48
2025-08-29,D04,3,37
2025-08-29,D05,5,115
2025-08-29,D06,0,35
2025-08-29,D07,1,39
2025-08-29,D08,0,35
2025-08-29,D09,0,45
2025-08-29,D10,0,25
2025-08-30,D01,4,56
2025-08-30,D02,1,44
2025-08-30,D03,7,48
2025-08-30,D04,3,37
2025-08-30,D05,8,112
2025-08-30,D06,0,35
2025-08-30,D07,1,39
2025-08-30,D08,0,35
2025-08-30,D09,1,44
2025-08-30,D10,0,25
2025-08-31,D01,5,55
2025-08-31,D02,1,44
2025-08-31,D03,8,47
2025-08-31,D04,3,37
2025-08-31,D05,6,114
2025-08-31,D06,0,35
2025-08-31,D07,2,38
2025-08-31,D08,1,34
2025-08-31,D09,1,44
2025-08-31,D10,2,23
2025-09-01,D01,3,57
2025-09-01,D02,2,43
2025-09-01,D03,4,51
2025-09-01,D04,3,37
2025-09-01,D05,6,114
2025-09-01,D06,0,35
2025-09-01,D07,2,38
2025-09-01,D08,1,34
2025-09-01,D09,1,44
2025-09-01,D10,2,23
2025-09-02,D01,3,57
2025-09-02,D02,2,43
2025-09-02,D03,4,51
2025-09-02,D04,3,37
2025-09-02,D05,6,114
2025-09-02,D06,0,35
2025-09-02,D07,2,38
2025-09-02,D08,0,35
2025-09-02,D09,1,44
2025-09-02,D10,0,25
2025-09-03,D01,3,57
2025-09-03,D02,2,43
2025-09-03,D03,5,50
2025-09-03,D04,3,37
2025-09-03,D05,7,113
2025-09-03,D06,1,34
2025-09-03,D07,2,38
2025-09-03,D08,0,35
2025-09-03,D09,1,44
2025-09-03,D10,0,25
2025-09-04,D01,5,55
2025-09-04,D02,2,43
2025-09-04,D03,5,50
2025-09-04,D04,3,37
2025-09-04,D05,3,117
2025-09-04,D06,1,34
2025-09-04,D07,1,39
2025-09-04,D08,1,34
2025-09-04,D09,1,44
2025-09-04,D10,0,25
2025-09-05,D01,5,55
2025-09-05,D02,1,44
2025-09-05,D03,5,50
2025-09-05,D04,2,38
2025-09-05,D05,1,119
2025-09-05,D06,1,34
2025-09-05,D07,1,39
2025-09-05,D08,1,34
2025-09-05,D09,0,45
2025-09-05,D10,1,24
2025-09-06,D01,5,55
2025-09-06,D02,0,45
2025-09-06,D03,2,53
2025-09-06,D04,3,37
2025-09-06,D05,4,116
2025-09-06,D06,1,34
2025-09-06,D07,2,38
2025-09-06,D08,0,35
2025-09-06,D09,0,45
2025-09-06,D10,1,24
2025-09-07,D01,4,56
2025-09-07,D02,0,45
2025-09-07,D03,3,52
2025-09-07,D04,3,37
2025-09-07,D05,4,116
2025-09-07,D06,0,35
2025-09-07,D07,2,38
2025-09-07,D08,0,35
2025-09-07,D09,0,45
2025-09-07,D10,2,23
2025-09-08,D01,3,57
2025-09-08,D02,0,45
2025-09-08,D03,3,52
2025-09-08,D04,4,36
2025-09-08,D05,2,118
2025-09-08,D06,0,35
2025-09-08,D07,2,38
2025-09-08,D08,0,35
2025-09-08,D09,1,44
2025-09-08,D10,2,23
2025-09-09,D01,4,56
2025-09-09,D02,1,44
2025-09-09,D03,4,51
2025-09-09,D04,3,37
2025-09-09,D05,5,115
2025-09-09,D06,0,35
2025-09-09,D07,3,37
2025-09-09,D08,0,35
2025-09-09,D09,1,44
2025-09-09,D10,1,24
2025-09-10,D01,3,57
2025-09-10,D02,1,44
2025-09-10,D03,5,50
2025-09-10,D04,4,36
2025-09-10,D05,6,114
2025-09-10,D06,0,35
2025-09-10,D07,2,38
2025-09-10,D08,0,35
2025-09-10,D09,0,45
2025-09-10,D10,2,23
2025-09-11,D01,4,56
2025-09-11,D02,1,44
2025-09-11,D03,7,48
2025-09-11,D04,4,36
2025-09-11,D05,6,114
2025-09-11,D06,0,35
2025-09-11,D07,2,38
2025-09-11,D08,0,35
2025-09-11,D09,0,45
2025-09-11,D10,1,24
2025-09-12,D01,5,55
2025-09-12,D02,1,44
2025-09-12,D03,8,47
2025-09-12,D04,4,36
2025-09-12,D05,4,116
2025-09-12,D06,0,35
2025-09-12,D07,2,38
2025-09-12,D08,0,35
2025-09-12,D09,0,45
2025-09-12,D10,0,25
2025-09-13,D01,6,54
2025-09-13,D02,2,43
2025-09-13,D03,6,49
2025-09-13,D04,4,36
2025-09-13,D05,6,114
2025-09-13,D06,0,35
2025-09-13,D07,2,38
2025-09-13,D08,1,34
2025-09-13,D09,0,45
2025-09-13,D10,3,22
2025-09-14,D01,8,52
2025-09-14,D02,1,44
2025-09-14,D03,7,48
2025-09-14,D04,4,36
2025-09-14,D05,4,116
2025-09-14,D06,0,35
2025-09-14,D07,1,39
2025-09-14,D08,1,34
2025-09-14,D09,0,45
2025-09-14,D10,1,24
2025-09-15,D01,10,50
2025-09-15,D02,1,44
2025-09-15,D03,5,50
2025-09-15,D04,7,33
2025-09-15,D05,7,113
2025-09-15,D06,2,33
2025-09-15,D07,0,40
2025-09-15,D08,0,35
2025-09-15,D09,1,44
2025-09-15,D10,2,23
2025-09-16,D01,10,50
2025-09-16,D02,2,43
2025-09-16,D03,3,52
2025-09-16,D04,7,33
2025-09-16,D05,5,115
2025-09-16,D06,3,32
2025-09-16,D07,1,39
2025-09-16,D08,0,35
2025-09-16,D09,1,44
2025-09-16,D10,2,23
2025-09-17,D01,9,51
2025-09-17,D02,4,41
2025-09-17,D03,2,53
2025-09-17,D04,6,34
2025-09-17,D05,5,115
2025-09-17,D06,3,32
2025-09-17,D07,1,39
2025-09-17,D08,1,34
2025-09-17,D09,0,45
2025-09-17,D10,3,22
2025-09-18,D01,8,52
2025-09-18,D02,4,41
2025-09-18,D03,2,53
2025-09-18,D04,6,34
2025-09-18,D05,5,115
2025-09-18,D06,3,32
2025-09-18,D07,1,39
2025-09-18,D08,1,34
2025-09-18,D09,0,45
2025-09-18,D10,0,25
2025-09-19,D01,6,54
2025-09-19,D02,4,41
2025-09-19,D03,5,50
2025-09-19,D04,6,34
2025-09-19,D05,9,111
2025-09-19,D06,3,32
2025-09-19,D07,1,39
2025-09-19,D08,0,35
2025-09-19,D09,0,45
2025-09-19,D10,1,24
2025-09-20,D01,6,54
2025-09-20,D02,5,40
2025-09-20,D03,5,50
2025-09-20,D04,5,35
2025-09-20,D05,7,113
2025-09-20,D06,3,32
2025-09-20,D07,1,39
2025-09-20,D08,0,35
2025-09-20,D09,0,45
2025-09-20,D10,1,24
2025-09-21,D01,4,56
2025-09-21,D02,5,40
2025-09-21,D03,5,50
2025-09-21,D04,6,34
2025-09-21,D05,2,118
2025-09-21,D06,0,35
2025-09-21,D07,2,38
2025-09-21,D08,0,35
2025-09-21,D09,0,45
2025-09-21,D10,0,25
2025-09-22,D01,3,57
2025-09-22,D02,5,40
2025-09-22,D03,8,47
2025-09-22,D04,4,36
2025-09-22,D05,2,118
2025-09-22,D06,0,35
2025-09-22,D07,1,39
2025-09-22,D08,0,35
2025-09-22,D09,0,45
2025-09-22,D10,1,24
2025-09-23,D01,5,55
2025-09-23,D02,4,41
2025-09-23,D03,9,46
2025-09-23,D04,3,37
2025-09-23,D05,2,118
2025-09-23,D06,1,34
2025-09-23,D07,1,39
2025-09-23,D08,0,35
2025-09-23,D09,0,45
2025-09-23,D10,1,24
2025-09-24,D01,6,54
2025-09-24,D02,6,39
2025-09-24,D03,7,48
2025-09-24,D04,4,36
2025-09-24,D05,3,117
2025-09-24,D06,1,34
2025-09-24,D07,1,39
2025-09-24,D08,0,35
2025-09-24,D09,0,45
2025-09-24,D10,1,24
2025-09-25,D01,6,54
2025-09-25,D02,8,37
2025-09-25,D03,7,48
2025-09-25,D04,3,37
2025-09-25,D05,3,117
2025-09-25,D06,1,34
2025-09-25,D07,0,40
2025-09-25,D08,0,35
2025-09-25,D09,0,45
2025-09-25,D10,4,21
2025-09-26,D01,5,55
2025-09-26,D02,6,39
2025-09-26,D03,4,51
2025-09-26,D04,3,37
2025-09-26,D05,5,115
2025-09-26,D06,2,33
2025-09-26,D07,0,40
2025-09-26,D08,0,35
2025-09-26,D09,1,44
2025-09-26,D10,2,23
2025-09-27,D01,5,55
2025-09-27,D02,5,40
2025-09-27,D03,5,50
2025-09-27,D04,3,37
2025-09-27,D05,5,115
2025-09-27,D06,3,32
2025-09-27,D07,1,39
2025-09-27,D08,1,34
2025-09-27,D09,1,44
2025-09-27,D10,0,25
2025-09-28,D01,4,56
2025-09-28,D02,5,40
2025-09-28,D03,5,50
2025-09-28,D04,2,38
2025-09-28,D05,7,113
2025-09-28,D06,2,33
2025-09-28,D07,1,39
2025-09-28,D08,1,34
2025-09-28,D09,1,44
2025-09-28,D10,0,25
2025-09-29,D01,4,56
2025-09-29,D02,5,40
2025-09-29,D03,3,52
2025-09-29,D04,4,36
2025-09-29,D05,7,113
2025-09-29,D06,2,33
2025-09-29,D07,1,39
2025-09-29,D08,1,34
2025-09-29,D09,0,45
2025-09-29,D10,0,25
2025-09-30,D01,6,54
2025-09-30,D02,2,43
2025-09-30,D03,1,54
2025-09-30,D04,5,35
2025-09-30,D05,5,115
2025-09-30,D06,1,34
2025-09-30,D07,1,39
2025-09-30,D08,1,34
2025-09-30,D09,0,45
2025-09-30,D10,0,25
2025-10-01,D01,5,55
2025-10-01,D02,2,43
2025-10-01,D03,0,55
2025-10-01,D04,5,35
2025-10-01,D05,3,117
2025-10-01,D06,1,34
2025-10-01,D07,0,40
2025-10-01,D08,1,34
2025-10-01,D09,0,45
2025-10-01,D10,1,24
2025-10-02,D01,6,54
2025-10-02,D02,1,44
2025-10-02,D03,1,54
2025-10-02,D04,5,35
2025-10-02,D05,1,119
2025-10-02,D06,1,34
2025-10-02,D07,0,40
2025-10-02,D08,1,34
2025-10-02,D09,0,45
2025-10-02,D10,1,24
2025-10-03,D01,7,53
2025-10-03,D02,0,45
2025-10-03,D03,1,54
2025-10-03,D04,4,36
2025-10-03,D05,4,116
2025-10-03,D06,1,34
2025-10-03,D07,2,38
2025-10-03,D08,2,33
2025-10-03,D09,0,45
2025-10-03,D10,1,24
2025-10-04,D01,7,53
2025-10-04,D02,0,45
2025-10-04,D03,1,54
2025-10-04,D04,4,36
2025-10-04,D05,3,117
2025-10-04,D06,0,35
2025-10-04,D07,4,36
2025-10-04,D08,2,33
2025-10-04,D09,2,43
2025-10-04,D10,0,25
2025-10-05,D01,6,54
2025-10-05,D02,0,45
2025-10-05,D03,3,52
2025-10-05,D04,5,35
2025-10-05,D05,4,116
2025-10-05,D06,0,35
2025-10-05,D07,4,36
2025-10-05,D08,1,34
2025-10-05,D09,2,43
2025-10-05,D10,1,24
2025-10-06,D01,4,56
2025-10-06,D02,1,44
2025-10-06,D03,5,50
2025-10-06,D04,4,36
2025-10-06,D05,4,116
2025-10-06,D06,0,35
2025-10-06,D07,4,36
2025-10-06,D08,0,35
2025-10-06,D09,1,44
2025-10-06,D10,2,23
2025-10-07,D01,4,56
2025-10-07,D02,1,44
2025-10-07,D03,4,51
2025-10-07,D04,3,37
2025-10-07,D05,4,116
2025-10-07,D06,1,34
2025-10-07,D07,3,37
2025-10-07,D08,0,35
2025-10-07,D09,0,45
2025-10-07,D10,0,25
2025-10-08,D01,3,57
2025-10-08,D02,1,44
2025-10-08,D03,4,51
2025-10-08,D04,3,37
2025-10-08,D05,1,119
2025-10-08,D06,1,34
2025-10-08,D07,3,37
2025-10-08,D08,0,35
2025-10-08,D09,0,45
2025-10-08,D10,0,25
2025-10-09,D01,4,56
2025-10-09,D02,1,44
2025-10-09,D03,4,51
2025-10-09,D04,1,39
2025-10-09,D05,3,117
2025-10-09,D06,1,34
2025-10-09,D07,1,39
2025-10-09,D08,0,35
2025-10-09,D09,0,45
2025-10-09,D10,0,25
2025-10-10,D01,5,55
2025-10-10,D02,1,44
2025-10-10,D03,1,54
2025-10-10,D04,2,38
2025-10-10,D05,3,117
2025-10-10,D06,1,34
2025-10-10,D07,0,40
2025-10-10,D08,1,34
2025-10-10,D09,0,45
2025-10-10,D10,1,24
2025-10-11,D01,6,54
2025-10-11,D02,1,44
2025-10-11,D03,2,53
2025-10-11,D04,2,38
2025-10-11,D05,3,117
2025-10-11,D06,2,33
2025-10-11,D07,0,40
2025-10-11,D08,2,33
2025-10-11,D09,1,44
2025-10-11,D10,2,23
2025-10-12,D01,5,55
2025-10-12,D02,3,42
2025-10-12,D03,2,53
2025-10-12,D04,2,38
2025-10-12,D05,3,117
2025-10-12,D06,1,34
2025-10-12,D07,0,40
2025-10-12,D08,2,33
2025-10-12,D09,1,44
2025-10-12,D10,1,24
2025-10-13,D01,6,54
2025-10-13,D02,3,42
2025-10-13,D03,3,52
2025-10-13,D04,1,39
2025-10-13,D05,3,117
2025-10-13,D06,1,34
2025-10-13,D07,1,39
2025-10-13,D08,1,34
2025-10-13,D09,0,45
2025-10-13,D10,0,25
2025-10-14,D01,6,54
2025-10-14,D02,4,41
2025-10-14,D03,2,53
2025-10-14,D04,1,39
2025-10-14,D05,2,118
2025-10-14,D06,1,34
2025-10-14,D07,1,39
2025-10-14,D08,0,35
2025-10-14,D09,0,45
2025-10-14,D10,0,25
2025-10-15,D01,4,56
2025-10-15,D02,4,41
2025-10-15,D03,3,52
2025-10-15,D04,3,37
2025-10-15,D05,1,119
2025-10-15,D06,0,35
2025-10-15,D07,1,39
2025-10-15,D08,0,35
2025-10-15,D09,0,45
2025-10-15,D10,1,24
2025-10-16,D01,3,57
2025-10-16,D02,4,41
2025-10-16,D03,4,51
2025-10-16,D04,2,38
2025-10-16,D05,2,118
2025-10-16,D06,0,35
2025-10-16,D07,1,39
2025-10-16,D08,0,35
2025-10-16,D09,0,45
2025-10-16,D10,0,25
2025-10-17,D01,3,57
2025-10-17,D02,5,40
2025-10-17,D03,3,52
2025-10-17,D04,3,37
2025-10-17,D05,2,118
2025-10-17,D06,0,35
2025-10-17,D07,1,39
2025-10-17,D08,0,35
2025-10-17,D09,0,45
2025-10-17,D10,1,24
2025-10-18,D01,2,58
2025-10-18,D02,4,41
2025-10-18,D03,2,53
2025-10-18,D04,4,36
2025-10-18,D05,5,115
2025-10-18,D06,0,35
2025-10-18,D07,0,40
2025-10-18,D08,0,35
2025-10-18,D09,1,44
2025-10-18,D10,1,24
2025-10-19,D01,3,57
2025-10-19,D02,2,43
2025-10-19,D03,1,54
2025-10-19,D04,5,35
2025-10-19,D05,6,114
2025-10-19,D06,1,34
2025-10-19,D07,0,40
2025-10-19,D08,0,35
2025-10-19,D09,1,44
2025-10-19,D10,0,25
2025-10-20,D01,9,51
2025-10-20,D02,3,42
2025-10-20,D03,0,55
2025-10-20,D04,5,35
2025-10-20,D05,5,115
2025-10-20,D06,1,34
2025-10-20,D07,0,40
2025-10-20,D08,0,35
2025-10-20,D09,1,44
2025-10-20,D10,2,23
2025-10-21,D01,10,50
2025-10-21,D02,4,41
2025-10-21,D03,0,55
2025-10-21,D04,4,36
2025-10-21,D05,4,116
2025-10-21,D06,1,34
2025-10-21,D07,1,39
2025-10-21,D08,0,35
2025-10-21,D09,1,44
2025-10-21,D10,2,23
2025-10-22,D01,11,49
2025-10-22,D02,4,41
2025-10-22,D03,1,54
2025-10-22,D04,4,36
2025-10-22,D05,6,114
2025-10-22,D06,1,34
2025-10-22,D07,2,38
2025-10-22,D08,0,35
2025-10-22,D09,0,45
2025-10-22,D10,0,25
2025-10-23,D01,11,49
2025-10-23,D02,3,42
2025-10-23,D03,2,53
2025-10-23,D04,5,35
2025-10-23,D05,6,114
2025-10-23,D06,0,35
2025-10-23,D07,3,37
2025-10-23,D08,1,34
2025-10-23,D09,0,45
2025-10-23,D10,0,25
2025-10-24,D01,10,50
2025-10-24,D02,3,42
2025-10-24,D03,2,53
2025-10-24,D04,5,35
2025-10-24,D05,6,114
2025-10-24,D06,0,35
2025-10-24,D07,3,37
2025-10-24,D08,1,34
2025-10-24,D09,0,45
2025-10-24,D10,1,24
2025-10-25,D01,8,52
2025-10-25,D02,3,42
2025-10-25,D03,3,52
2025-10-25,D04,5,35
2025-10-25,D05,4,116
2025-10-25,D06,0,35
2025-10-25,D07,3,37
2025-10-25,D08,1,34
2025-10-25,D09,0,45
2025-10-25,D10,1,24
2025-10-26,D01,7,53
2025-10-26,D02,3,42
2025-10-26,D03,4,51
2025-10-26,D04,4,36
2025-10-26,D05,4,116
2025-10-26,D06,0,35
2025-10-26,D07,3,37
2025-10-26,D08,4,31
2025-10-26,D09,0,45
